,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
20,422,2,2020,7005,Carolina,Def,car,a,tam,3,2200,10019,CAR,80.0,7.1,4.9,0.263,0.0,3.0,3.0,21.0,0.0,0.0,1.0,35.0,30.0,3.0,2.0,1.0,76.0,6.7,4.9,0.276,0.0,4.0,2.0,21.0,0.0,0.0,0.0,30.0,31.0,2.0,3.0,10.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,10026,TAM,83.0,6.9,3.3,0.181,0.0,3.0,2.0,15.0,0.0,0.0,1.0,32.0,34.0,2.0,6.0,1.0,82.0,7.9,3.8,0.22,0.037,3.0,1.0,18.0,2.0,1.0,3.0,39.0,26.0,2.0,5.0,6.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,34.0,23.0
21,423,2,2020,7002,Atlanta,Def,atl,a,dal,3,2600,10024,ATL,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,1.0,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,10011,DAL,84.0,6.8,5.0,0.274,0.012,2.0,2.0,23.0,1.0,0.0,1.0,32.0,40.0,3.0,3.0,1.0,82.0,7.8,4.6,0.28,0.0,2.0,1.0,23.0,0.0,0.0,3.0,42.0,27.0,2.0,4.0,27.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0
22,424,2,2020,7028,Seattle,Def,sea,h,nwe,3,3100,10021,SEA,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,1.0,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,10006,NWE,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,1.0,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0
23,425,2,2020,7026,LA Chargers,Def,lac,h,kan,3,2000,10012,LAC,85.0,7.3,4.3,0.2,0.0,1.0,3.0,17.0,0.0,0.0,2.0,32.0,39.0,4.0,5.0,1.0,81.0,8.5,3.6,0.235,0.025,1.0,2.0,19.0,1.0,1.0,3.0,39.0,28.0,3.0,6.0,32.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,10008,KAN,71.0,7.0,5.1,0.296,0.014,3.0,0.0,21.0,1.0,0.0,4.0,36.0,22.0,1.0,3.0,1.0,80.0,6.3,4.6,0.313,0.0,4.0,2.0,25.0,0.0,0.0,1.0,33.0,34.0,2.0,3.0,13.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34.0
24,426,2,2020,7004,Buffalo,Def,buf,a,mia,2,3900,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
25,427,2,2020,7022,Las Vegas,Def,lvr,h,nor,2,2000,10017,LVR,76.0,6.7,4.9,0.276,0.0,4.0,2.0,21.0,0.0,0.0,0.0,30.0,31.0,2.0,3.0,1.0,80.0,7.1,4.9,0.263,0.0,3.0,3.0,21.0,0.0,0.0,1.0,35.0,30.0,3.0,2.0,7.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30.0,10020,NOR,82.0,7.9,3.8,0.22,0.037,3.0,1.0,18.0,2.0,1.0,3.0,39.0,26.0,2.0,5.0,1.0,83.0,6.9,3.3,0.181,0.0,3.0,2.0,15.0,0.0,0.0,1.0,32.0,34.0,2.0,6.0,17.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0
26,428,2,2020,7016,Miami,Def,mia,h,buf,2,2100,10030,MIA,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,1.0,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,10002,BUF,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,1.0,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,24.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0
27,429,2,2020,7023,Philadelphia,Def,phi,h,lar,1,2600,10003,PHI,82.0,8.9,3.2,0.22,0.037,2.0,1.0,18.0,2.0,1.0,8.0,50.0,17.0,2.0,5.0,1.0,87.0,7.4,2.7,0.184,0.0,3.0,2.0,16.0,0.0,0.0,3.0,34.0,36.0,3.0,7.0,26.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,10022,LAR,82.0,7.8,4.6,0.28,0.0,2.0,1.0,23.0,0.0,0.0,3.0,42.0,27.0,2.0,4.0,1.0,84.0,6.8,5.0,0.274,0.012,2.0,2.0,23.0,1.0,0.0,1.0,32.0,40.0,3.0,3.0,20.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0
28,430,2,2020,7014,Jacksonville,Def,jac,a,ten,0,2300,10025,JAX,60.0,8.0,4.0,0.25,0.0,3.0,2.0,15.0,0.0,0.0,4.0,24.0,23.0,2.0,3.0,1.0,80.0,7.4,5.6,0.275,0.025,2.0,2.0,22.0,2.0,0.0,1.0,47.0,22.0,3.0,0.0,14.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,10013,TEN,70.0,7.1,4.6,0.271,0.014,2.0,0.0,19.0,0.0,1.0,0.0,33.0,26.0,0.0,5.0,1.0,91.0,6.9,4.1,0.253,0.0,2.0,1.0,23.0,0.0,0.0,1.0,44.0,34.0,4.0,4.0,21.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0
29,431,2,2020,7007,Cincinnati,Def,cin,a,cle,-2,2700,10010,CIN,81.0,8.5,3.6,0.235,0.025,1.0,2.0,19.0,1.0,1.0,3.0,39.0,28.0,3.0,6.0,1.0,85.0,7.3,4.3,0.2,0.0,1.0,3.0,17.0,0.0,0.0,2.0,32.0,39.0,4.0,5.0,29.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10027,CLE,69.0,8.3,5.5,0.333,0.014,5.0,1.0,23.0,0.0,1.0,2.0,28.0,30.0,1.0,3.0,1.0,80.0,9.0,3.9,0.213,0.038,1.0,0.0,17.0,1.0,2.0,2.0,41.0,26.0,1.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0
30,432,2,2020,7011,Detroit,Def,det,a,gnb,-3,2100,10015,DET,88.0,7.6,4.8,0.239,0.011,2.0,3.0,21.0,1.0,0.0,1.0,43.0,29.0,4.0,4.0,1.0,81.0,7.5,4.5,0.284,0.0,3.0,2.0,23.0,0.0,0.0,1.0,37.0,28.0,2.0,5.0,22.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,10016,GNB,64.0,6.5,6.0,0.359,0.016,4.0,1.0,23.0,1.0,0.0,2.0,27.0,22.0,1.0,2.0,1.0,90.0,6.7,5.8,0.311,0.0,5.0,2.0,28.0,0.0,0.0,0.0,44.0,32.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,41.0
31,433,2,2020,7009,Dallas,Def,dal,h,atl,-3,2700,10011,DAL,82.0,7.8,4.6,0.28,0.0,2.0,1.0,23.0,0.0,0.0,3.0,42.0,27.0,2.0,4.0,1.0,84.0,6.8,5.0,0.274,0.012,2.0,2.0,23.0,1.0,0.0,1.0,32.0,40.0,3.0,3.0,20.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,10024,ATL,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,1.0,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0
32,403,3,2020,7013,Indianapolis,Def,ind,h,nyj,26,4100,10009,IND,79.5,7.75,5.05,0.2705,0.019,2.0,3.0,21.5,1.5,0.0,1.5,37.0,31.0,3.5,1.0,1.0,60.0,8.3,3.45,0.1915,0.025,2.0,1.5,11.5,1.5,0.0,3.5,26.5,20.5,1.5,3.5,21.0,2.0,2.0,2.0,3.5,3.0,0.0,0.0,0.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,10028,NYJ,82.0,8.05,4.7,0.2525,0.018,3.5,1.5,21.0,0.5,1.0,3.0,39.5,30.5,2.5,2.5,1.0,72.0,7.4,3.6500000000000004,0.1865,0.0145,1.5,1.5,13.5,0.5,0.5,2.0,35.5,22.0,1.5,5.5,10.5,3.5,3.5,3.5,2.5,1.5,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0
33,404,3,2020,7029,Tampa Bay,Def,tam,a,den,18,3700,10026,TAM,76.0,7.75,4.3,0.23149999999999998,0.033,3.5,1.0,17.5,1.5,1.0,1.5,37.0,24.0,1.5,4.5,1.0,82.5,7.300000000000001,4.25,0.2305,0.0245,2.5,1.5,19.0,1.0,1.0,3.0,39.5,28.5,1.5,4.5,15.0,3.5,3.0,3.0,1.5,1.0,0.5,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.5,10014,DEN,85.0,7.5,4.65,0.247,0.0125,2.5,1.0,21.0,0.5,0.5,1.0,43.0,28.0,2.5,4.5,1.0,78.0,8.25,4.15,0.23450000000000001,0.0185,2.0,1.0,18.0,0.5,1.0,3.5,39.5,25.5,1.5,5.0,22.0,2.5,2.5,2.0,2.5,1.0,0.0,0.0,0.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.5
34,405,3,2020,7018,New England,Def,nwe,h,lvr,15,3200,10006,NWE,79.0,7.2,5.15,0.33599999999999997,0.013000000000000001,3.0,0.5,26.5,0.5,0.5,1.5,33.0,33.5,1.5,3.0,1.0,71.0,7.300000000000001,4.85,0.267,0.028999999999999998,3.0,0.5,19.0,2.0,0.0,1.5,31.0,28.0,0.5,3.5,12.0,3.5,3.0,3.0,1.5,0.5,0.5,0.0,0.0,19.0,0.0,0.0,0.5,0.0,0.0,0.5,25.5,23.0,10017,LVR,75.0,7.449999999999999,5.5,0.317,0.007,3.0,2.0,23.5,0.5,0.0,0.5,36.5,24.5,2.0,2.5,1.0,82.5,7.050000000000001,4.550000000000001,0.273,0.0055,4.0,2.0,22.5,0.0,0.5,1.5,35.5,33.0,2.0,2.5,14.0,3.0,2.5,2.0,2.0,2.0,0.5,0.5,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0
35,406,3,2020,7008,Cleveland,Def,cle,h,was,14,3800,10027,CLE,75.5,7.85,5.0,0.2685,0.026,3.0,0.0,20.0,1.0,1.0,1.0,32.0,30.5,0.5,2.5,1.0,85.5,7.8500000000000005,4.5,0.30400000000000005,0.012,4.0,2.0,25.5,0.0,1.0,2.5,46.0,27.0,2.0,2.5,15.5,3.0,3.0,2.5,0.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,34.0,10032,WAS,84.5,8.7,4.1,0.23049999999999998,0.03,2.5,2.0,19.5,1.5,1.0,5.5,45.5,24.5,2.5,4.5,1.0,81.5,7.2,3.45,0.20400000000000001,0.0065,2.5,1.5,16.5,0.0,0.5,3.5,35.5,29.5,2.0,6.5,20.5,2.5,2.5,2.5,2.5,2.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,23.5,21.0
36,407,3,2020,7027,San Francisco,Def,sfo,a,nyg,12,3500,10004,SFO,73.0,7.9,4.95,0.226,0.007,3.0,1.5,16.5,0.5,0.0,3.0,33.0,27.0,1.5,4.5,1.0,84.5,8.15,3.95,0.23850000000000002,0.0055,2.0,1.5,20.5,0.5,0.0,1.5,37.5,32.5,2.5,4.5,20.0,3.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,18.5,10023,NYG,76.0,7.949999999999999,4.3,0.2435,0.0135,2.5,1.5,18.5,1.0,0.0,3.0,33.0,31.0,2.0,3.5,1.0,75.5,7.85,3.85,0.2525,0.0325,1.5,1.5,19.0,1.5,1.0,3.5,44.0,19.0,2.0,4.0,19.0,2.5,2.5,2.0,2.0,1.5,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,14.5
37,408,3,2020,7016,Miami,Def,mia,a,jac,12,2500,10030,MIA,77.5,7.15,4.35,0.27449999999999997,0.0225,2.0,1.5,21.5,1.5,0.0,2.0,40.5,24.5,1.5,4.0,1.0,74.0,7.300000000000001,5.949999999999999,0.32399999999999995,0.014,3.5,0.5,24.0,0.0,1.0,1.5,28.5,32.5,1.0,4.0,24.0,2.0,1.0,1.0,1.5,1.5,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,26.0,10025,JAX,77.0,7.35,5.199999999999999,0.266,0.0125,3.0,2.0,20.5,1.0,0.0,1.0,36.0,28.0,2.5,1.5,1.0,73.5,7.85,4.75,0.2915,0.0115,3.5,1.5,22.0,1.0,0.0,3.0,35.5,25.0,1.5,2.5,14.5,3.0,3.0,2.5,2.5,2.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,26.5,28.5
38,409,3,2020,7005,Carolina,Def,car,a,lac,11,2200,10019,CAR,81.0,7.4,5.050000000000001,0.2715,0.0245,2.5,2.0,22.0,1.0,1.0,3.0,41.0,26.5,2.0,2.5,1.0,73.0,7.15,4.85,0.2595,0.0145,4.0,1.5,19.0,0.5,0.5,0.0,32.5,26.5,1.5,3.5,15.5,2.5,2.0,1.5,2.0,2.0,0.5,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,32.5,10012,LAC,83.0,8.6,4.25,0.253,0.0125,1.5,2.5,21.0,0.5,0.5,2.0,43.5,25.0,3.0,5.5,1.0,88.0,7.05,4.8,0.2485,0.0055,1.5,2.5,22.0,0.5,0.0,2.0,33.5,41.5,3.0,4.0,27.0,1.5,1.0,0.5,3.0,2.5,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0
39,410,3,2020,7028,Seattle,Def,sea,h,dal,11,2900,10021,SEA,74.0,7.4,5.45,0.28400000000000003,0.0065,5.0,0.5,21.0,0.5,0.0,2.5,34.5,24.5,0.5,4.0,1.0,87.5,7.2,5.5,0.309,0.017,3.0,1.5,27.0,1.0,0.5,1.5,50.5,22.5,2.0,2.5,4.0,5.0,5.0,5.0,0.5,0.5,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,27.5,10011,DAL,87.5,6.75,4.6,0.2525,0.006,3.0,3.0,22.0,0.5,0.0,1.0,35.0,37.0,3.5,3.5,1.0,90.0,7.199999999999999,5.199999999999999,0.29800000000000004,0.0155,3.5,1.5,27.0,0.0,1.5,2.0,45.5,28.5,2.0,3.5,16.5,3.0,2.5,2.5,3.5,3.0,0.5,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,29.5,28.5
40,411,3,2020,7023,Philadelphia,Def,phi,h,cin,8,2800,10003,PHI,82.0,7.7,3.8000000000000003,0.2565,0.043,2.0,1.5,21.0,2.0,1.5,4.0,46.5,21.5,2.0,3.5,1.0,83.5,7.15,4.15,0.267,0.0,4.0,1.5,22.0,0.0,0.0,2.0,31.0,37.5,2.0,4.5,26.0,2.0,1.5,1.5,2.0,1.5,0.5,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,10010,CIN,78.0,7.0,5.199999999999999,0.262,0.007,3.0,1.5,20.0,0.5,0.0,1.0,27.5,37.0,2.0,3.0,1.0,91.5,7.95,3.55,0.255,0.0175,2.0,2.5,23.5,0.5,1.0,3.0,51.5,26.0,3.0,4.0,16.5,3.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,21.5
41,412,3,2020,7007,Cincinnati,Def,cin,a,phi,7,2600,10010,CIN,91.5,7.95,3.55,0.255,0.0175,2.0,2.5,23.5,0.5,1.0,3.0,51.5,26.0,3.0,4.0,1.0,78.0,7.0,5.199999999999999,0.262,0.007,3.0,1.5,20.0,0.5,0.0,1.0,27.5,37.0,2.0,3.0,21.5,2.0,2.0,2.0,3.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,25.5,10003,PHI,83.5,7.15,4.15,0.267,0.0,4.0,1.5,22.0,0.0,0.0,2.0,31.0,37.5,2.0,4.5,1.0,82.0,7.7,3.8000000000000003,0.2565,0.043,2.0,1.5,21.0,2.0,1.5,4.0,46.5,21.5,2.0,3.5,11.0,4.0,4.0,3.5,2.0,1.5,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0
42,413,3,2020,7011,Detroit,Def,det,a,ari,7,2400,10015,DET,81.5,7.65,4.449999999999999,0.2395,0.012,2.5,1.5,19.5,1.0,0.0,2.5,40.0,25.0,2.5,4.5,1.0,80.5,7.95,5.3,0.286,0.0,3.5,2.0,23.0,0.0,0.0,1.0,34.0,31.5,2.0,4.0,19.0,2.5,2.5,2.5,2.5,1.5,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34.5,10029,ARI,75.0,7.15,4.550000000000001,0.227,0.0065,2.0,1.5,17.0,0.0,0.5,3.5,36.5,24.0,1.5,5.5,1.0,90.0,8.55,4.65,0.2605,0.017,3.0,2.0,23.5,1.0,0.5,2.5,41.5,34.0,3.0,4.0,28.0,2.0,1.0,1.0,1.5,1.5,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,27.0
43,414,3,2020,7015,Kansas City,Def,kan,a,bal,7,3000,10008,KAN,82.5,7.5,4.75,0.29200000000000004,0.0,3.0,2.5,24.0,0.0,0.0,1.0,40.5,28.0,2.5,4.0,1.0,81.0,6.9,5.199999999999999,0.2965,0.0125,2.5,1.0,24.0,1.0,0.0,3.0,35.5,33.0,1.5,3.0,14.5,3.0,2.5,2.0,2.5,2.5,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,20.0,10007,BAL,76.0,8.2,4.05,0.22449999999999998,0.033,1.0,1.5,17.0,1.0,1.5,3.0,40.5,21.5,2.0,3.5,1.0,73.5,7.9,5.35,0.314,0.007,3.5,2.5,23.0,0.0,0.5,3.0,28.0,33.5,2.5,2.5,29.5,1.0,1.0,0.5,2.0,1.5,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,35.5
44,415,3,2020,7024,Pittsburgh,Def,pit,h,hou,7,4000,10001,PIT,78.0,8.149999999999999,4.85,0.244,0.0125,3.0,1.5,19.0,0.5,0.5,1.5,38.0,26.0,1.5,4.5,1.0,82.0,8.8,3.7,0.21450000000000002,0.0305,2.0,1.5,17.5,1.5,1.0,5.0,45.0,22.5,2.0,5.0,17.5,3.0,3.0,2.5,1.5,1.5,0.0,0.0,0.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.5,10031,HOU,79.0,6.9,4.9,0.304,0.0,3.0,3.0,24.0,0.0,0.0,2.5,30.5,35.5,3.0,2.5,1.0,71.5,7.2,4.65,0.266,0.021,2.0,1.5,19.0,1.0,0.5,4.0,38.0,19.5,2.0,3.0,12.0,3.5,3.5,3.5,3.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.5,0.0,0.5,33.5,18.0
45,416,3,2020,7003,Baltimore,Def,bal,h,kan,7,3100,10007,BAL,73.5,7.9,5.35,0.314,0.007,3.5,2.5,23.0,0.0,0.5,3.0,28.0,33.5,2.5,2.5,1.0,76.0,8.2,4.05,0.22449999999999998,0.033,1.0,1.5,17.0,1.0,1.5,3.0,40.5,21.5,2.0,3.5,11.0,4.0,4.0,4.0,2.5,2.5,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.5,0.0,0.5,35.5,11.0,10008,KAN,81.0,6.9,5.199999999999999,0.2965,0.0125,2.5,1.0,24.0,1.0,0.0,3.0,35.5,33.0,1.5,3.0,1.0,82.5,7.5,4.75,0.29200000000000004,0.0,3.0,2.5,24.0,0.0,0.0,1.0,40.5,28.0,2.5,4.0,20.0,2.5,2.0,2.0,1.5,1.0,0.5,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.5
